@outlook.com,2023-11-01,2023-11-08,product_1,cancelled,9990,3,0,RUB,Katy,5,vk-ads,cpc,campaign_2
height1824@live.com,2023-08-17,2023-08-26,product_3,completed,49900,5,49899,RUB,John,1,facebook-ads,cpc,campaign_1
nsw1874@protonmail.com,2023-02-12,2023-02-25,product_4,cancelled,89900,5,0,RUB,John,1,facebook-ads,cpc,campaign_3
steps1960@example.org,2023-05-10,2023-05-20,product_2,in progress,18990,3,0,RUB,Will,8,yandex-direct,cpc,campaign_3
live2022@duck.com,2023-08-14,2023-08-23,product_2,cancelled,18990,7,0,RUB,Katy,5,facebook-ads,cpc,campaign_2
libs1805@yandex.com,2023-06-23,2023-07-07,product_4,cancelled,89900,5,0,RUB,Anny,2,yandex-direct,cpc,campaign_2
voters1805@yandex.com,2023-11-18,2023-11-29,product_1,cancelled,9990,7,0,RUB,Katy,9,yandex-direct,cpc,campaign_1
unlock2074@gmail.com,2023-05-14,2023-05-27,product_2,cancelled,18990,7,0,RUB,Katy,9,vk-ads,cpc,campaign_3
org1966@duck.com,2023-11-10,2023-11-20,product_3,completed,49900,5,49892,RUB,Will,3,yandex-direct,cpc,campaign_2
product1904@outlook.com,2023-03-28,2023-04-02,product_4,cancelled,89900,5,0,RUB,Will,10,vk-ads,cpc,campaign_1
today1971@live.com,2023-01-17,2023-01-23,product_2,completed,18990,5,18980,RUB,John,4,facebook-ads,cpc,campaign_2
sister1807@example.com,2023-05-30,2023-06-03,product_2,cancelled,18990,5,0,RUB,John,1,facebook-ads,cpc,campaign_2
transition2031@protonmail.com,2023-08-20,2023-08-31,product_1,completed,9990,7,9978,RUB,Will,5,vk-ads,cpc,campaign_2
punishment1994@example.com,2023-02-11,2023-02-17,product_1,in progress,9990,5,0,RUB,John,4,yandex-direct,cpc,campaign_2
naturals2048@duck.com,2023-05-31,2023-06-03,product_1,in progress,9990,3,0,RUB,Will,9,facebook-ads,cpc,campaign_1
thai1831@live.com,2023-07-24,2023-07-26,product_1,completed,9990,5,9975,RUB,Anny,2,yandex-direct,cpc,campaign_1
robbie2045@example.org,2023-04-06,2023-04-08,product_4,cancelled,89900,7,0,RUB,John,6,facebook-ads,cpc,campaign_1
ebay1982@yahoo.com,2023-11-05,2023-11-06,product_1,completed,9990,3,9973,RUB,John,1,yandex-direct,cpc,campaign_2
steps1928@outlook.com,2023-02-03,2023-02-03,product_3,completed,49900,7,49882,RUB,Katy,1,facebook-ads,cpc,campaign_1
national1961@yandex.com,2023-10-26,2023-11-06,product_2,in progress,18990,7,0,RUB,Will,8,yandex-direct,cpc,campaign_1
albums2066@live.com,2023-06-18,2023-06-21,product_1,cancelled,9990,7,0,RUB,Katy,9,facebook-ads,cpc,campaign_1
configured1851@outlook.com,2023-06-15,2023-06-29,product_3,cancelled,49900,5,0,RUB,Anny,10,vk-ads,cpc,campaign_3
beginners2041@gmail.com,2023-07-15,2023-07-19,product_3,cancelled,49900,5,0,RUB,Anny,1,yandex-direct,cpc,campaign_3
ride2082@protonmail.com,2023-12-02,2023-12-05,product_4,cancelled,89900,5,0,RUB,Will,4,yandex-direct,cpc,campaign_2
listen1832@gmail.com,2023-02-24,2023-03-06,product_4,cancelled,89900,7,0,RUB,John,7,yandex-direct,cpc,campaign_3
says2014@duck.com,2023-03-06,2023-03-06,product_4,completed,89900,3,89875,RUB,Anny,2,facebook-ads,cpc,campaign_1
raid1827@yandex.com,2023-03-12,2023-03-14,product_2,cancelled,18990,3,0,RUB,Anny,1,facebook-ads,cpc,campaign_2
install1802@protonmail.com,2023-06-20,2023-06-23,product_3,completed,49900,5,49873,RUB,Anny,10,yandex-direct,cpc,campaign_2
landscapes1910@yahoo.com,2023-12-28,2024-01-07,product_2,in progress,18990,5,0,RUB,Anny,2,vk-ads,cpc,campaign_1
describing2023@protonmail.com,2023-03-06,2023-03-14,product_2,cancelled,18990,3,0,RUB,Anny,5,yandex-direct,cpc,campaign_2
ashley1942@gmail.com,2023-03-09,2023-03-20,product_2,completed,18990,5,18960,RUB,Anny,6,facebook-ads,cpc,campaign_2
tickets1813@live.com,2023-02-25,2023-02-25,product_3,cancelled,49900,3,0,RUB,Katy,2,vk-ads,cpc,campaign_1
flame1929@gmail.com,2023-02-22,2023-02-25,product_2,cancelled,18990,7,0,RUB,Will,2,vk-ads,cpc,campaign_2
niger2061@gmail.com,2023-02-07,2023-02-14,product_3,completed,49900,5,49867,RUB,Katy,6,facebook-ads,cpc,campaign_2
answer1884@outlook.com,2023-07-28,2023-07-29,product_1,in progress,9990,5,0,RUB,Will,6,facebook-ads,cpc,campaign_1
alternate2045@example.org,2023-06-02,2023-06-12,product_1,in progress,9990,7,0,RUB,Katy,8,yandex-direct,cpc,campaign_1
ram1813@live.com,2023-01-30,2023-02-02,product_4,cancelled,89900,5,0,RUB,Katy,7,facebook-ads,cpc,campaign_2
hilton2081@duck.com,2023-03-25,2023-03-29,product_2,in progress,18990,7,0,RUB,Katy,4,facebook-ads,cpc,campaign_1
cut1814@example.org,2023-10-10,2023-10-15,product_2,in progress,18990,7,0,RUB,John,6,facebook-ads,cpc,campaign_1
somerset1914@outlook.com,2023-03-18,2023-03-22,product_3,in progress,49900,7,0,RUB,John,2,vk-ads,cpc,campaign_1
tony1991@duck.com,2023-09-01,2023-09-03,product_4,in progress,89900,5,0,RUB,Katy,9,vk-ads,cpc,campaign_3
projection1936@gmail.com,2023-04-13,2023-04-14,product_1,cancelled,9990,5,0,RUB,Will,10,yandex-direct,cpc,campaign_2
vegetables1909@gmail.com,2023-09-30,2023-10-13,product_4,completed,89900,7,89858,RUB,Anny,4,vk-ads,cpc,campaign_2
sublimedirectory2077@example.org,2023-03-10,2023-03-15,product_2,completed,18990,3,18947,RUB,John,3,yandex-direct,cpc,campaign_3
regards1857@yahoo.com,2023-09-23,2023-09-28,product_3,cancelled,49900,5,0,RUB,Anny,3,yandex-direct,cpc,campaign_2
witnesses1978@outlook.com,2023-04-26,2023-05-07,product_2,cancelled,18990,3,0,RUB,Anny,7,vk-ads,cpc,campaign_2
landscapes1910@yahoo.com,2023-02-17,2023-02-27,product_2,in progress,18990,3,0,RUB,Anny,10,yandex-direct,cpc,campaign_2
around1906@duck.com,2023-03-26,2023-04-08,product_1,in progress,9990,3,0,RUB,Anny,5,vk-ads,cpc,campaign_3
suspect1863@outlook.com,2023-03-09,2023-03-22,product_3,cancelled,49900,7,0,RUB,John,2,facebook-ads,cpc,campaign_2
moscow2067@outlook.com,2023-09-19,2023-09-24,product_3,cancelled,49900,7,0,RUB,Anny,10,yandex-direct,cpc,campaign_2
clearing1862@live.com,2023-03-05,2023-03-12,product_3,cancelled,49900,3,0,RUB,Anny,10,yandex-direct,cpc,campaign_1
marketing2047@example.org,2023-02-15,2023-02-22,product_4,in progress,89900,3,0,RUB,Will,7,vk-ads,cpc,campaign_1
lake1962@yandex.com,2023-09-20,2023-09-27,product_4,cancelled,89900,7,0,RUB,John,6,facebook-ads,cpc,campaign_2
ethiopia1865@yandex.com,2023-09-30,2023-10-02,product_4,completed,89900,7,89847,RUB,Anny,3,vk-ads,cpc,campaign_3
